CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,row_num
5653,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,,0.0,12,2619
5674,5.270593,0.181818,69.57,69.57,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4000.0,411.825987,83.449559,0.0,12,2621
5693,1184.723988,0.636364,373.44,373.44,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,12000.0,6674.591055,384.155979,0.0,12,2623
5726,554.289791,1.0,90.0,90.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7000.0,414.117463,189.979169,0.0,12,2625
5807,1539.375352,1.0,100.0,100.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,420.283303,450.302969,0.0,12,2627
5856,711.922203,0.818182,197.21,197.21,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,1781.472773,280.724848,0.1,12,2629
5869,341.149186,1.0,48.78,48.78,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,500.0,256.731955,259.3518,0.0,12,2631
5900,1196.183155,0.909091,166.8,166.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7000.0,1910.836556,359.989055,0.0,12,2633
5944,76.483078,0.727273,69.0,69.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,462.226271,100.023175,0.0,12,2635
5966,189.687964,1.0,66.14,66.14,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,6000.0,0.0,,0.0,12,2637
5992,1931.821799,1.0,120.0,120.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2100.0,476.682076,751.902022,0.0,12,2639
6010,158.512412,0.454545,713.64,713.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3000.0,1121.322787,96.145734,0.0,12,2641
6016,0.0,0.0,2600.0,2600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,2437.260081,49.283603,0.0,12,2643
6056,3.319222,0.181818,47.05,0.0,47.05,0.0,0.083333,0.0,0.083333,0.0,0,1,1900.0,511.105425,118.437426,1.0,12,2645
6142,828.596569,1.0,1115.0,1115.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,268.295902,289.110551,0.0,12,2647
6158,2.660671,0.090909,102.79,0.0,102.79,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,203.229371,27.54692,0.090909,12,2649
6207,147.418569,0.181818,1074.0,1074.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,5500.0,0.0,,0.0,12,2651
6312,514.17242,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,103.945858,1879.235176,0.0,12,2653
6392,14.983682,0.272727,280.0,280.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,300.0,304.243382,41.89984,0.0,12,2655
6527,39.718404,0.363636,525.17,525.17,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,8500.0,515.996856,37.409861,0.0,12,2657
6565,10.259525,0.181818,119.8,119.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,5000.0,711.480411,82.793678,0.0,12,2659
6614,3298.236901,1.0,385.0,385.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7100.0,911.237387,785.033485,0.0,12,2661
6658,417.878821,1.0,364.0,364.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,5000.0,1039.551142,211.317636,0.0,12,2663
6755,2.044745,0.181818,26.53,26.53,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,155.972776,82.345774,0.0,12,2665
6762,500.219415,1.0,27.05,0.0,27.05,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,104.687781,300.921255,0.0,12,2667
6794,3.744789,0.090909,78.33,0.0,78.33,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,,0.0,12,2669
6852,15.257465,0.636364,238.25,0.0,238.25,0.0,0.083333,0.0,0.083333,0.0,0,2,3000.0,4.841543,111.741197,0.0,12,2671
6879,16.840922,0.272727,30.57,0.0,30.57,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,501.663366,122.153236,0.0,12,2673
6891,1104.960744,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,293.890715,448.973668,0.0,12,2675
6899,2135.646123,1.0,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,8000.0,577.415935,768.591692,0.0,12,2677
6936,1.151323,0.181818,60.3,60.3,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,697.573197,,0.0,12,2679
6954,3.141961,0.181818,16.0,16.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5500.0,656.045331,120.437462,1.0,12,2681
7017,1492.433396,1.0,99.75,34.32,65.43,0.0,0.083333,0.083333,0.083333,0.0,0,3,6000.0,2224.187609,382.929831,0.083333,12,2683
7087,49.198038,0.272727,699.0,699.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,69.941439,166.648868,0.0,12,2685
7216,5.871769,0.818182,29.68,29.68,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,76.943584,75.595199,0.0,12,2687
7298,8.35947,0.181818,81.78,0.0,81.78,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,896.300688,117.706351,1.0,12,2689
7327,0.327199,0.454545,24.64,24.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,45.640106,26.849523,0.0,12,2691
7424,625.292621,1.0,1215.64,1215.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,297.914805,525.056459,0.0,12,2693
7447,510.953138,1.0,172.41,172.41,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,959.003305,242.770679,0.0,12,2695
7503,62.209376,0.090909,782.88,782.88,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3000.0,2941.300379,280.618072,0.0,12,2697
7564,595.870472,0.818182,990.0,990.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,764.86843,226.19801,0.0,12,2699
7701,6.697211,0.181818,64.69,64.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,10500.0,372.572278,81.447345,0.0,12,2701
7709,8.421315,0.272727,60.0,60.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,250.155585,122.06814,0.0,12,2703
7735,1.355556,0.727273,0.01,0.01,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,0.0,,0.0,12,2705
7773,1.59198,1.0,166.63,0.0,166.63,0.0,0.083333,0.0,0.083333,0.0,0,1,6000.0,331.28441,20.192605,0.083333,12,2707
7816,1.841583,0.181818,67.5,0.0,67.5,0.0,0.083333,0.0,0.083333,0.0,0,1,2500.0,110.266434,209.339591,0.0,12,2709
7843,803.052704,1.0,19.75,19.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,402.155365,322.394919,0.0,12,2711
7865,658.6552,1.0,629.99,629.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,353.862252,247.500183,0.0,12,2713
7935,25.570988,0.454545,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,491.455491,117.808437,0.0,12,2715
7979,810.739995,1.0,86.9,86.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,253.775702,210.961925,0.0,12,2717
8089,34.207779,0.090909,2483.26,2483.26,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,29272.48607,,0.0,12,2719
8144,0.0,0.0,181.0,181.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,165.763083,,0.0,12,2721
8173,95.259372,0.727273,43.3,0.0,43.3,0.0,0.083333,0.0,0.083333,0.0,0,1,7000.0,526.604881,207.134146,0.0,12,2723
8191,29.466141,0.545455,149.0,149.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,350.176472,215.215582,0.0,12,2725
8232,11.4334,0.090909,250.0,250.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,1445.844749,84.417079,0.0,12,2727
8256,80.054576,0.454545,315.0,315.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,300.0,1054.977467,190.131556,0.0,12,2729
8282,3.198999,0.090909,45.87,0.0,45.87,0.0,0.083333,0.0,0.083333,0.0,0,1,3000.0,89.700598,14.369082,0.0,12,2731
8326,53.994628,1.0,257.0,257.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,6500.0,423.058905,63.502182,0.083333,12,2733
8396,37.021347,0.272727,133.35,0.0,133.35,0.0,0.083333,0.0,0.083333,0.0,0,1,2500.0,936.840542,280.738043,0.5,12,2735
8403,348.066767,1.0,695.0,695.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4000.0,470.847821,179.773891,0.0,12,2737
8449,34.351126,0.545455,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,79.207316,208.550713,0.0,12,2739
8463,18.306211,0.272727,162.01,162.01,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7000.0,266.822736,66.24596,0.0,12,2741
8481,1074.258487,1.0,11.35,0.0,11.35,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,421.348577,206.637191,0.0,12,2743
8488,7.954284,0.272727,56.0,56.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10500.0,312.280331,82.975613,0.0,12,2745
8543,2828.765822,1.0,19.98,19.98,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,5500.0,593.220384,1159.310924,0.0,12,2747
8602,23.506407,0.181818,256.69,256.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,5,1200.0,1386.758471,89.831553,0.0,12,2749
8643,53.697916,1.0,114.49,114.49,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,0.0,,0.0,12,2751
8669,12.472571,0.727273,87.67,87.67,0.0,0.0,0.083333,0.083333,0.0,0.0,0,5,2000.0,123.304221,86.6785,0.0,12,2753
8692,475.171266,0.727273,1155.4,1155.4,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,1264.974166,116.244107,0.0,12,2755
8739,457.07022,0.545455,1273.0,1273.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,2633.35913,148.635903,0.0,12,2757
8758,699.586726,1.0,796.11,796.11,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,807.665219,1559.810579,0.0,12,2759
8838,5.761614,0.181818,75.0,75.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3400.0,289.742219,130.752133,0.0,12,2761
410,489.343503,1.0,1446.44,1093.24,353.2,0.0,0.727273,0.363636,0.636364,0.0,0,17,3500.0,1223.217883,189.41742,0.0,11,2763
1570,1251.26572,1.0,494.04,0.0,494.04,0.0,0.727273,0.0,0.727273,0.0,0,12,1000.0,179.372971,8411.177378,0.0,11,2765
3062,581.24856,0.909091,556.83,484.88,71.95,0.0,0.727273,0.636364,0.090909,0.0,0,32,1500.0,328.462817,345.557752,0.0,11,2767
4252,2895.765754,0.909091,2753.35,1960.0,793.35,0.0,0.727273,0.090909,0.636364,0.0,0,8,9000.0,861.251403,906.390801,0.0,11,2769
5946,1632.421395,1.0,993.96,245.59,748.37,0.0,0.727273,0.181818,0.636364,0.0,0,22,6000.0,2752.623744,489.842903,0.090909,11,2771
6343,1467.458994,0.909091,497.83,434.8,63.03,0.0,0.727273,0.545455,0.181818,0.0,0,14,1500.0,726.488879,856.508162,0.0,11,2773
7970,535.291589,1.0,824.61,438.57,386.04,0.0,0.727273,0.181818,0.545455,0.0,0,20,4000.0,314.512747,159.094115,0.0,11,2775
3046,0.734665,0.777778,254.23,0.0,254.23,0.0,0.555556,0.0,0.555556,0.0,0,5,1500.0,0.0,,0.0,9,2777
254,453.856643,1.0,238.75,0.0,238.75,0.0,0.571429,0.0,0.571429,0.0,0,6,1500.0,94.007773,106.442582,0.0,7,2779
2342,28.719231,0.571429,171.0,66.5,104.5,0.0,0.571429,0.142857,0.285714,0.0,0,4,1500.0,88.029232,100.579304,0.5,7,2781
4745,14.480094,0.571429,134.6,0.0,134.6,0.0,0.571429,0.0,0.428571,0.0,0,4,3000.0,155.845232,102.333285,1.0,7,2783
7712,32.669762,0.571429,340.0,0.0,340.0,0.0,0.571429,0.0,0.428571,0.0,0,8,1000.0,465.400577,80.708132,1.0,7,2785
1375,12.654903,0.4,120.0,0.0,120.0,0.0,0.3,0.0,0.2,0.0,0,3,4500.0,291.598507,74.698385,1.0,10,2787
3351,1160.206649,0.9,1600.0,1400.0,200.0,0.0,0.3,0.1,0.1,0.0,0,5,2000.0,876.757279,474.632979,0.0,10,2789
8442,54.250363,0.8,317.4,317.4,0.0,0.0,0.3,0.3,0.0,0.0,0,4,3000.0,234.894972,126.945378,0.0,10,2791
1245,736.024188,0.9,350.02,0.0,350.02,0.0,0.6,0.0,0.6,0.0,0,6,1000.0,133.825578,323.058774,0.0,10,2793
2676,89.22671,0.7,930.0,0.0,930.0,0.0,0.6,0.0,0.5,0.0,0,6,1000.0,1205.16186,123.823581,1.0,10,2795
3538,93.427011,0.8,772.8,772.8,0.0,0.0,0.6,0.6,0.0,0.0,0,9,1200.0,850.9555,104.163023,1.0,10,2797
8482,275.02095,1.0,1943.0,1943.0,0.0,0.0,0.6,0.6,0.0,0.0,0,9,500.0,1438.120632,142.241273,0.555556,10,2799
63,1589.449271,1.0,255.75,187.0,68.75,0.0,0.333333,0.166667,0.166667,0.0,0,5,3500.0,599.044421,586.693702,0.0,12,2801
106,54.952957,0.636364,470.12,0.0,470.12,0.0,0.333333,0.0,0.333333,0.0,0,4,10000.0,1042.208975,178.107513,0.666667,12,2803
286,18.745682,0.363636,872.7,872.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,11,2500.0,2411.060444,44.981723,1.0,12,2805
378,1180.178744,1.0,233.35,233.35,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,14000.0,599.388563,336.726753,0.0,12,2807
522,7.167028,0.363636,99.0,99.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,196.556706,85.643203,0.0,12,2809
562,1262.645703,1.0,329.9,257.0,72.9,0.0,0.333333,0.166667,0.166667,0.0,0,6,1800.0,905.863527,271.464874,0.0,12,2811
643,993.662006,1.0,348.88,348.88,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,335.62347,255.439979,0.0,12,2813
792,1008.864224,1.0,1392.83,1392.83,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,9000.0,1265.870255,274.007655,0.0,12,2815
817,59.064314,0.363636,686.0,0.0,686.0,0.0,0.333333,0.0,0.25,0.0,0,7,3000.0,840.254381,182.922865,0.0,12,2817
880,40.778677,1.0,100.98,100.98,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,400.0,227.659466,196.226103,0.0,12,2819
919,463.07144,1.0,1817.84,1817.84,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,0.0,,0.0,12,2821
943,2372.842569,1.0,218.0,218.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6500.0,529.808323,526.403412,0.0,12,2823
1040,793.855972,1.0,1478.93,1478.93,0.0,0.0,0.333333,0.333333,0.0,0.0,0,10,1200.0,723.959807,474.254444,0.0,12,2825
1098,229.752417,1.0,82.28,0.0,82.28,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,203.78769,171.875166,0.0,12,2827
1238,129.613905,0.636364,1083.04,1083.04,0.0,0.0,0.333333,0.333333,0.0,0.0,0,10,5500.0,1958.462851,87.443335,1.0,12,2829
1334,30.530541,0.363636,360.1,192.0,168.1,0.0,0.333333,0.083333,0.25,0.0,0,6,1500.0,872.540799,177.17546,1.0,12,2831
1393,21.87058,0.636364,405.0,255.0,150.0,0.0,0.333333,0.083333,0.25,0.0,0,7,4000.0,414.423817,88.853589,0.0,12,2833
1447,22.151355,0.333333,134.87,64.98,69.89,0.0,0.333333,0.166667,0.166667,0.0,0,3,3000.0,41.580849,81.595815,0.0,6,2835
1467,668.291862,0.545455,248.77,0.0,248.77,0.0,0.333333,0.0,0.333333,0.0,0,8,1500.0,2482.201611,244.376255,0.0,12,2837
1584,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,2839
1626,771.773362,1.0,750.0,250.0,500.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4000.0,204.167996,260.332459,0.0,12,2841
1677,148.511058,0.363636,562.24,349.0,213.24,0.0,0.333333,0.083333,0.25,0.0,0,5,9000.0,18.208604,74.16386,0.0,12,2843
1768,0.867528,0.272727,26.62,0.0,26.62,0.0,0.333333,0.0,0.333333,0.0,0,4,4500.0,18.336805,8.745383,0.090909,12,2845
1786,155.676255,0.818182,990.33,990.33,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,4000.0,1006.564682,67.567132,0.181818,12,2847
1893,462.916347,1.0,270.97,107.15,163.82,0.0,0.333333,0.333333,0.25,0.0,0,7,10000.0,1293.523382,181.597864,0.083333,12,2849
1970,16.068323,0.636364,182.8,79.0,103.8,0.0,0.333333,0.083333,0.25,0.0,0,4,1200.0,294.668739,108.486655,0.571429,12,2851
2083,1384.792038,1.0,133.34,0.0,133.34,0.0,0.333333,0.0,0.333333,0.0,0,4,2900.0,1877.881775,547.387346,0.0,12,2853
2097,2.422926,0.363636,64.0,0.0,64.0,0.0,0.333333,0.0,0.333333,0.0,0,4,4000.0,151.901371,70.78109,0.333333,12,2855
2198,66.296517,1.0,56.44,0.0,56.44,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,110.099433,166.020925,0.0,12,2857
2281,54.096839,0.727273,185.99,44.99,141.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4000.0,367.310313,128.442353,0.0,12,2859
2354,275.956562,0.363636,1943.1,1644.79,298.31,0.0,0.333333,0.25,0.25,0.0,0,10,1800.0,5018.330901,268.760421,0.333333,12,2861
2378,931.047119,1.0,494.0,444.0,50.0,0.0,0.333333,0.25,0.083333,0.0,0,7,4000.0,415.139393,354.783499,0.0,12,2863
2416,1992.650296,1.0,20.0,0.0,20.0,0.0,0.333333,0.0,0.333333,0.0,0,4,7500.0,2069.263442,539.15281,0.0,12,2865
2501,1207.465786,1.0,125.0,25.0,100.0,0.0,0.333333,0.083333,0.166667,0.0,0,4,1800.0,1872.705924,458.501302,0.090909,12,2867
2710,2073.595183,1.0,1716.11,1716.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,7000.0,1608.073274,699.559936,0.0,12,2869
2759,193.571722,0.833333,1012.73,1012.73,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,4000.0,0.0,,0.0,6,2871
2818,2610.997575,0.818182,328.7,328.7,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,8000.0,4256.385553,935.303835,0.0,12,2873
2897,47.424621,0.545455,372.0,273.6,98.4,0.0,0.333333,0.166667,0.25,0.0,0,7,4000.0,662.401178,149.47264,0.2,12,2875
2995,185.924664,0.5,617.98,617.98,0.0,0.0,0.333333,0.333333,0.0,0.0,0,13,1200.0,58.469887,82.739003,0.0,6,2877
3121,1150.867752,1.0,108.0,0.0,108.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,98.195732,9448.613073,0.0,12,2879
3226,525.17417,1.0,91.23,48.9,42.33,0.0,0.333333,0.083333,0.25,0.0,0,4,4000.0,154.939835,233.341617,0.0,12,2881
3275,74.568421,0.454545,600.0,200.0,400.0,0.0,0.333333,0.083333,0.25,0.0,0,5,6000.0,1307.801313,143.732476,1.0,12,2883
3360,2329.869472,1.0,1497.2,1301.26,195.94,0.0,0.333333,0.25,0.083333,0.0,0,5,7000.0,1453.119488,632.472511,0.0,12,2885
3529,27.694103,0.444444,474.96,0.0,474.96,0.0,0.333333,0.0,0.222222,0.0,0,7,7500.0,611.396021,81.113509,1.0,9,2887
3566,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12,2889
3603,1555.053764,1.0,168.0,0.0,168.0,0.0,0.333333,0.0,0.25,0.0,0,6,1500.0,192.947097,13453.34489,0.0,12,2891
3645,957.980588,1.0,424.76,0.0,424.76,0.0,0.333333,0.0,0.333333,0.0,0,4,5000.0,504.56116,337.959338,0.0,12,2893
3791,1011.110679,1.0,186.11,61.11,125.0,0.0,0.333333,0.083333,0.25,0.0,0,5,3000.0,634.853367,227.160721,0.0,12,2895
3812,1957.712033,1.0,276.76,0.0,276.76,0.0,0.333333,0.0,0.333333,0.0,0,4,3000.0,566.106669,403.51514,0.0,12,2897
3833,1954.920348,1.0,1016.34,1016.34,0.0,0.0,0.333333,0.333333,0.0,0.0,0,9,7500.0,481.559934,595.650324,0.0,12,2899
3933,84.830501,0.636364,702.32,702.32,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,5000.0,991.050806,105.008756,0.2,12,2901
3939,68.207625,0.363636,536.0,0.0,536.0,0.0,0.333333,0.0,0.25,0.0,0,4,4000.0,1204.801315,186.15796,0.666667,12,2903
3980,7418.314012,1.0,901.62,858.82,42.8,0.0,0.333333,0.166667,0.166667,0.0,0,4,14500.0,2273.945099,1696.786737,0.0,12,2905
3998,14.524779,0.333333,152.0,152.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,1500.0,0.0,,0.0,6,2907
4065,22.322215,0.363636,448.0,190.0,258.0,0.0,0.333333,0.083333,0.25,0.0,0,5,3000.0,1262.320878,132.889435,1.0,12,2909
4154,12.65849,0.363636,166.32,0.0,166.32,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,420.051037,220.621064,1.0,12,2911
4245,3474.972612,1.0,324.18,293.0,31.18,0.0,0.333333,0.166667,0.25,0.0,0,6,9500.0,950.735955,867.128283,0.0,12,2913
4355,16.93339,0.454545,174.42,0.0,174.42,0.0,0.333333,0.0,0.25,0.0,0,5,2500.0,347.08638,149.301101,0.75,12,2915
4369,59.35799,0.454545,608.8,608.8,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,6000.0,1531.142227,133.914917,1.0,12,2917
4461,9.72453,0.272727,158.34,0.0,158.34,0.0,0.333333,0.0,0.333333,0.0,0,4,6000.0,182.175514,55.480481,0.363636,12,2919
4474,25.706551,0.909091,133.86,0.0,133.86,0.0,0.333333,0.0,0.25,0.0,0,6,9500.0,148.214416,167.952263,0.222222,12,2921
4516,1733.972492,1.0,147.96,0.0,147.96,0.0,0.333333,0.0,0.333333,0.0,0,8,1900.0,525.331558,670.323657,0.0,12,2923
4546,2748.868773,1.0,598.5,598.5,0.0,0.0,0.333333,0.333333,0.0,0.0,0,34,2000.0,518.300462,28483.25483,0.0,12,2925
4557,477.81804,1.0,515.6,515.6,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,7500.0,610.621157,277.826134,0.0,12,2927
4591,1014.926473,1.0,861.49,661.49,200.0,0.0,0.333333,0.083333,0.25,0.0,0,5,7000.0,688.278568,311.963409,0.0,12,2929
4636,30.072702,0.454545,461.99,461.99,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,945.998757,104.810436,0.666667,12,2931
4660,200.971458,1.0,569.68,291.7,277.98,0.0,0.333333,0.083333,0.25,0.0,0,10,4000.0,311.300085,128.751781,0.0,12,2933
4736,8.415931,0.545455,136.36,0.0,136.36,0.0,0.333333,0.0,0.25,0.0,0,5,1000.0,333.700979,113.721974,0.5,12,2935
4782,3.391066,0.272727,72.44,0.0,72.44,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,194.455374,111.933386,0.75,12,2937
4809,1.059425,0.363636,23.91,23.91,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,15500.0,31.845894,22.081988,0.111111,12,2939
4904,23.249635,0.545455,307.4,0.0,307.4,0.0,0.333333,0.0,0.25,0.0,0,4,5500.0,784.765421,211.2458,0.4,12,2941
4940,0.0,0.0,113.0,0.0,113.0,0.0,0.333333,0.0,0.333333,0.0,0,5,4000.0,268.521412,,0.0,12,2943
5016,1138.592025,1.0,327.99,248.99,79.0,0.0,0.333333,0.25,0.166667,0.0,0,9,1200.0,559.386373,902.962826,0.0,12,2945
5088,374.552852,1.0,279.0,0.0,279.0,0.0,0.333333,0.0,0.25,0.0,0,4,1400.0,426.263702,211.761556,0.0,12,2947
5134,2.463995,0.363636,165.8,0.0,165.8,0.0,0.333333,0.0,0.333333,0.0,0,4,700.0,251.778786,14.945497,0.0,12,2949
5274,4663.032241,1.0,1325.31,1325.31,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,4500.0,2064.110786,6004.094182,0.0,12,2951
5285,18.150347,0.454545,119.8,0.0,119.8,0.0,0.333333,0.0,0.25,0.0,0,4,4500.0,297.276499,143.808363,0.333333,12,2953
5381,16.848358,1.0,103.08,0.0,103.08,0.0,0.333333,0.0,0.25,0.0,0,4,2900.0,0.0,,0.0,12,2955
5456,826.018339,1.0,191.67,160.5,31.17,0.0,0.333333,0.25,0.083333,0.0,0,5,1200.0,443.248137,236.976635,0.0,12,2957
5511,49.401973,0.727273,373.34,310.0,63.34,0.0,0.333333,0.25,0.083333,0.0,0,4,5000.0,584.836547,153.35767,0.571429,12,2959
5827,126.467835,0.909091,319.34,0.0,319.34,0.0,0.333333,0.0,0.333333,0.0,0,6,2700.0,512.790367,163.353616,0.0,12,2961
5873,170.49564,0.636364,2581.01,2082.67,498.34,0.0,0.333333,0.25,0.166667,0.0,0,10,4000.0,1088.390376,216.938095,0.0,12,2963
6138,25.99831,0.454545,398.57,111.24,287.33,0.0,0.333333,0.083333,0.25,0.0,0,4,2500.0,821.069037,132.906041,0.8,12,2965
6209,4.908888,0.454545,133.16,0.0,133.16,0.0,0.333333,0.0,0.25,0.0,0,4,6500.0,210.448172,111.554771,0.5,12,2967
6222,510.233775,1.0,436.74,436.74,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3500.0,484.285337,239.690542,0.0,12,2969
6348,827.66215,1.0,965.0,890.0,75.0,0.0,0.333333,0.166667,0.166667,0.0,0,4,2000.0,748.605862,330.125475,0.0,12,2971
6361,32.915398,0.727273,192.99,68.6,124.39,0.0,0.333333,0.083333,0.25,0.0,0,5,6000.0,153.983501,137.922744,0.090909,12,2973
6405,16.727614,0.545455,128.0,0.0,128.0,0.0,0.333333,0.0,0.333333,0.0,0,4,5000.0,363.86862,170.73776,1.0,12,2975
6547,114.38833,1.0,182.0,0.0,182.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,169.708108,168.97377,0.083333,12,2977
6651,136.323936,1.0,289.9,0.0,289.9,0.0,0.333333,0.0,0.25,0.0,0,4,9500.0,714.619326,209.589155,0.0,12,2979
6694,8953.743398,1.0,254.85,83.97,170.88,0.0,0.333333,0.083333,0.25,0.0,0,5,12000.0,2105.588422,3520.422846,0.0,12,2981
6806,11.332157,0.545455,136.08,136.08,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,257.582031,111.278576,0.666667,12,2983
